clt_id,clt_tax_nb,clt_emp_1,clt_emp_2,clt_emp_3
1287,7,174567,,
1126,8,49772,,39804
407,8,31848,,
681,7,168512,,
949,10,73738,,19413
484,1,,134623,
274,5,129860,,39206
151,6,39639,,
731,11,,87332,19980
1246,2,,161516,43331
63,7,,163652,
100,5,,296379,
54,12,178633,,
1191,2,121327,,5449
116,12,47048,,30842
1272,3,177639,,28570
622,11,187553,,
1078,12,,114939,
785,8,139240,,
234,3,46957,,
684,12,143806,,5258
1252,2,,,
1303,10,164519,,
1019,2,196240,,
1340,10,171539,,31341
1019,10,82193,,
470,1,,104221,
311,1,113225,,
1151,8,,68613,
1626,3,,,19580
946,6,115811,,
1100,7,81200,,
779,3,83692,,
53,12,118678,,
392,12,21549,,
1432,6,74818,,
257,9,160953,,19512
863,8,172961,,
606,8,53717,,
1257,10,48969,,
499,3,,134775,38254
466,5,182566,,
1084,1,177883,,
236,9,40016,,17519
1435,10,187556,,
1299,1,,239185,
409,3,61453,,
133,6,,98874,13719
121,5,110859,,
601,2,102633,,
651,12,,227139,7904
616,6,,75720,
839,4,166003,,
1334,3,43520,,
245,2,,159082,
1620,7,,52625,
569,9,111535,,
134,1,151201,,
87,1,,131674,26307
365,9,25254,,
775,8,52390,,43672
1316,12,21625,,
1129,8,47572,,44550
743,6,111942,,16660
574,2,183130,,14807
580,4,,91180,
1,10,121801,,
1514,1,45480,,33206
460,4,45061,,36906
656,3,121488,,
1086,12,,204465,
71,1,189023,,11726
1442,9,72326,,
920,2,102774,,26403
1057,7,,217611,36034
1328,6,104502,,
803,12,,245734,
1516,8,170661,,33754
442,7,,220380,
1587,5,,79614,
161,10,85023,,5175
1559,1,198260,,
1312,1,,155616,
784,8,,148988,
403,3,69488,,31161
50,5,137370,,41151
509,1,,,25895
1078,5,,139605,
1590,11,,,42528
706,6,18470,,
261,5,,,36061
591,9,56057,,
1390,2,58442,,16516
1089,5,168516,,
1048,5,173320,,17577
1026,1,,235265,
100,3,,177976,
222,12,183489,,
671,11,110658,,
822,4,165661,,
1200,11,166849,,6760
1081,4,97310,,
1472,11,24034,,35371
1508,4,,125856,
1350,11,,72114,29846
1129,9,65797,,33729
1085,11,,191706,
1261,9,127166,,
747,2,,237182,
520,12,,243480,
1574,4,87842,,
1076,4,38788,,
1154,7,144931,,
800,1,115092,,30652
169,7,51489,,
98,3,189565,,
1193,11,,165833,34339
961,8,176927,,
1326,7,51011,,35266
1020,1,55275,,39738
1350,1,,152701,32370
1129,11,183668,,35878
941,1,150434,,36387
900,1,,104715,15528
338,5,70965,,6685
438,9,169336,,
27,6,159577,,
701,7,122376,,
1031,10,123202,,
493,6,92246,,20444
975,1,63745,,41857
3,10,142656,,
702,7,,63589,39060
766,4,53598,,18073
410,9,,254980,
554,12,92482,,
1427,1,,100014,
811,3,,,42059
499,4,,154442,23324
1045,9,153831,,
496,6,148211,,
326,1,103804,,
288,12,19432,,9957
861,1,,179393,20360
378,6,122436,,
1472,3,119619,,26385
133,11,,214362,21838
36,7,110068,,30256
1148,9,,175134,23344
332,8,,283356,
696,4,,51002,
800,3,145951,,34828
1266,1,195292,,
1344,1,,52590,25140
1502,12,,,
62,12,88961,,
1606,8,157495,,
1525,10,,82529,
948,1,56837,,
1178,4,149170,,
932,2,,145488,37978
499,9,,120870,9854
186,1,47778,,
1273,4,,82352,
313,6,141475,,
801,1,197338,,
1075,9,37145,,
296,12,199853,,10789
843,1,193433,,8885
453,3,44451,,34696
253,6,188254,,
221,4,18936,,
627,2,148659,,40176
1180,2,26923,,
1198,3,187476,,
1245,3,25767,,
143,8,,114881,
1612,6,106310,,10915
1126,3,100033,,6842
1020,3,149123,,14553
1309,1,156623,,12985
159,5,166484,,
1600,7,,241880,
985,9,98619,,
162,11,16959,,
1123,8,172986,,7436
916,1,,287811,33982
572,2,171946,,
1023,11,131986,,
424,3,23343,,
676,1,107680,,19235
788,1,,101615,
748,10,70370,,
160,7,,103153,30249
677,1,106683,,35284
1489,1,33722,,22462
1071,1,41578,,15605
205,1,43351,,
1505,11,,,40441
82,10,,63182,43148
325,1,,158094,
1613,3,132379,,5815
1582,8,,84426,
210,10,125763,,22906
1540,7,16781,,32977
217,11,82680,,19352
41,1,99361,,
1254,3,,147038,
1015,12,159080,,
1248,12,176719,,27580
231,2,79637,,
567,3,147702,,
267,7,,,
368,1,25764,,
53,5,179683,,
237,11,96074,,
478,1,150968,,37186
569,1,168077,,
1173,1,152114,,
136,1,137056,,
500,6,,73099,
1434,12,140172,,
1288,6,141772,,35476
24,1,26266,,
1380,5,,87752,
1242,10,46482,,
930,7,,214468,
790,3,22084,,
366,8,,63211,
657,4,31420,,6239
1344,9,,86611,20364
397,12,53543,,
336,3,168686,,
767,9,155385,,
1331,9,148339,,
859,2,159435,,
256,3,,152987,7185
423,1,94722,,
915,1,92754,,7314
229,6,154616,,18949
495,1,54619,,
847,8,,65367,11552
1250,8,177050,,
1259,7,52904,,16184
1062,7,104664,,33595
46,11,169834,,
838,8,154966,,
642,8,172368,,
1429,1,,141740,5972
1009,5,169129,,15298
778,7,,178954,41919
1193,5,,207077,19581
1144,5,35955,,
1134,1,,211307,7442
178,12,,142231,
1019,11,89510,,
1370,2,149344,,
849,10,15213,,29363
1273,2,,260139,
1390,11,49433,,15463
757,1,115960,,
543,7,151890,,
323,1,182912,,15289
676,9,91227,,43545
940,10,,133632,
1495,10,21215,,
264,1,121410,,
1116,12,124167,,
1247,1,119798,,
542,3,168819,,
1273,11,,196235,
1012,1,101283,,
1363,7,137196,,23189
981,3,48748,,23419
1586,12,33923,,26594
1589,8,29874,,
310,4,,123768,33901
1366,5,197716,,26195
303,7,104026,,
54,11,64981,,
718,6,119078,,
822,3,132952,,
860,12,,139630,
634,12,157667,,
392,9,144927,,
1101,11,46763,,39403
1341,5,32594,,40952
147,2,180131,,
106,1,,285007,
220,4,,276909,
435,11,98513,,
541,10,118141,,
1554,4,,249435,41221
323,11,139130,,28373
96,4,195327,,
430,4,,,
1172,10,65622,,25115
191,1,,256752,
720,8,117531,,43306
823,10,66270,,22981
606,5,189576,,
1164,3,95095,,10785
1036,2,110373,,38643
558,1,74606,,
840,5,162543,,
1075,6,174293,,
1158,2,,286273,42086
561,2,16944,,
779,12,147659,,
833,2,35354,,
709,3,141851,,
1261,6,89264,,
658,11,19300,,20036
1351,8,104797,,
132,2,121650,,
873,1,170843,,18074
857,11,133049,,11484
650,3,190347,,
208,8,79544,,
1299,12,,183192,
921,2,53827,,26843
1371,10,133121,,5185
1218,11,37305,,
1059,9,,220897,39490
1263,3,81106,,
1316,2,151144,,
1335,6,166872,,42398
391,12,75542,,43546
658,2,60104,,25659
811,9,,,15565
811,1,,,44613
969,1,,126681,29161
417,11,54631,,31149
1189,2,,157712,
1608,12,144845,,13843
338,4,117879,,15000
1583,1,67348,,
1328,10,70323,,
1600,6,,83138,
1232,6,180300,,
215,1,110528,,31446
1255,6,,270457,
1320,1,,168207,
141,4,70996,,
1249,9,24248,,
1549,3,111581,,21908
151,7,18042,,
834,6,17272,,
562,1,58069,,
579,5,65274,,
141,2,85639,,
1259,9,82524,,20931
1218,10,187031,,
75,5,,163576,
611,4,112961,,14487
1336,9,126902,,34202
107,7,127247,,
545,1,48155,,
829,1,27629,,26391
499,1,,139088,7135
1299,3,,243945,
769,8,195507,,10473
309,2,137683,,
1074,1,159117,,23037
961,10,165232,,
960,5,33464,,
1031,1,132384,,
1576,11,,228413,
1297,1,,60590,8570
245,6,,277959,
542,4,51540,,
204,7,198161,,26653
749,3,17159,,
1376,1,186387,,18805
1203,2,44949,,
1459,1,,280030,
706,7,87435,,
1200,9,169265,,28994
299,11,137998,,
796,9,15050,,42492
573,8,,267758,40442
655,12,69112,,
1525,1,,241394,
721,5,144108,,
877,11,119536,,11888
1424,1,89358,,43849
1041,11,120514,,
1306,2,,262979,22369
498,9,,,
1082,5,131475,,10030
456,3,91470,,28934
204,10,157187,,23666
1168,1,158035,,
1089,10,126099,,
548,8,194283,,
25,10,178697,,
761,8,,186641,
444,1,,61680,
254,11,198224,,
22,5,,216687,
645,1,195209,,25584
1045,1,133960,,
685,11,50720,,
1270,1,184619,,21117
171,8,91889,,11949
1595,3,47632,,9848
1616,7,,,
1355,7,160002,,6120
953,12,20444,,
185,9,22668,,21896
636,8,,,36835
629,8,60787,,42973
699,1,,256135,
223,1,148666,,
269,12,29743,,
909,8,16955,,
787,12,118022,,34733
1577,1,142667,,
276,7,151550,,10460
1356,8,191503,,
1325,11,25201,,40113
1487,7,115427,,
73,2,27087,,
644,6,55654,,
497,8,157752,,
309,3,86000,,
1008,1,,129013,7255
850,5,,,
537,5,,,24231
1289,12,182722,,
203,12,74215,,
766,2,24894,,26290
610,10,,196273,17451
1279,4,,297114,
1241,9,191612,,28510
1159,1,,,21040
329,12,26568,,37636
1381,4,126161,,
254,1,138015,,
1548,7,173819,,
219,3,96415,,
420,4,,118664,14492
1147,7,62743,,41873
409,11,139833,,
211,5,118660,,
1154,1,186695,,
1483,3,133755,,
1220,2,41071,,14354
814,9,58461,,
1248,8,94708,,11061
561,1,161156,,
598,3,116795,,
425,10,156361,,
1051,12,27071,,
1342,9,,250366,
1302,9,45508,,
64,6,,122281,24327
470,2,,279949,
1596,1,114564,,42437
758,5,56614,,14212
18,2,23443,,5070
760,2,,46822,9225
92,5,125753,,
1478,1,152393,,
484,12,,145993,
383,11,126965,,
412,1,,82809,30639
80,1,,164688,9000
25,1,115732,,
1132,12,,261883,
187,2,52976,,
1124,9,84471,,16048
1613,6,138441,,12934
1058,11,71388,,
755,6,35333,,24685
1392,11,110999,,10453
1512,1,,101308,17692
1202,11,67452,,
738,12,125552,,
615,1,,112677,17884
1299,6,,292097,
24,3,198136,,
725,1,27739,,
1071,3,21901,,39630
392,2,101423,,
1017,7,115782,,
935,8,64399,,
748,3,89947,,
1326,10,156324,,8871
391,1,81653,,31008
1587,1,,56698,
1346,2,117830,,23098
242,5,106384,,16335
940,11,,224664,
1482,1,93133,,17090
916,6,,187283,15331
61,11,,192921,
992,1,99458,,
1143,10,77071,,30136
362,12,186569,,
998,3,87098,,9946
501,5,60739,,
131,12,101595,,
342,7,61241,,
229,8,106335,,9274
749,5,198120,,
1436,2,182385,,22902
1125,8,,51515,16405
571,3,,269859,24432
361,6,130551,,
134,8,138726,,
1569,3,163423,,
286,2,,90641,
919,5,107829,,42578
1520,11,198853,,
61,1,,203954,
910,1,95399,,21875
565,12,30587,,
112,4,172223,,11121
669,11,60486,,27190
1146,1,,,33879
1614,1,34246,,
1281,4,161081,,
9,2,,280902,28132
1241,1,126650,,38585
1596,11,177795,,33329
949,4,103003,,31035
977,9,,229432,
790,4,114261,,
482,4,126549,,
1225,9,,77797,21358
935,1,15568,,
534,4,80251,,33756
1130,1,,135389,
1401,3,,148850,20102
132,6,61713,,
479,6,,78539,
505,6,63392,,
1137,4,112847,,21599
1452,1,123188,,
21,7,192117,,
1560,8,95553,,30977
529,12,195772,,41116
490,1,140947,,5900
1533,1,109502,,
317,3,,79383,
1163,4,153165,,
251,2,69101,,33186
1531,4,150809,,40508
921,9,141911,,29916
94,1,,108201,
99,1,73279,,
159,3,199093,,
878,11,175379,,
1373,1,55931,,20980
1373,2,29782,,24663
749,9,96963,,
1329,7,55636,,
777,12,132936,,
1293,2,45612,,
1338,4,,87795,
1068,8,177357,,41688
1459,5,,205975,
543,4,125749,,
64,4,,105051,16673
1153,3,,184655,
1384,10,33494,,27943
990,4,80260,,10495
330,10,,161069,21450
993,6,81273,,
486,3,129952,,
437,4,166518,,20567
1517,3,90399,,20287
644,9,18611,,
285,11,105879,,
213,1,38435,,6101
988,8,,126908,
870,12,,183213,42561
81,10,,289248,5889
1481,1,,182161,30083
4,3,81296,,37341
1470,9,,109790,32429
549,12,132420,,22336
1248,9,144854,,10045
701,8,124975,,
1233,10,,,
234,5,136867,,
925,3,69390,,
1562,9,77972,,
510,12,,222150,15471
1118,8,19616,,
62,6,196165,,
497,7,150401,,
1112,5,129560,,25554
1599,5,,152428,
488,5,155168,,
1437,4,,259484,
823,1,44725,,27623
1607,2,192716,,32194
162,5,181541,,
341,7,,290686,
956,3,45895,,
93,3,126987,,26171
1260,4,77444,,42661
527,10,128426,,
1283,3,,105795,38369
163,5,185092,,
1069,6,,175088,11661
370,1,153012,,10957
1160,11,,271022,7846
1556,11,,60927,
890,10,33551,,
338,1,95273,,23764
1103,9,,105674,
398,2,152961,,27120
1181,7,182305,,
298,11,61915,,
746,1,,70294,17861
53,10,49142,,
1452,9,199850,,
858,6,45137,,
500,4,,240236,
188,12,,132501,28960
1127,2,35879,,35099
14,10,130091,,
552,1,54453,,12769
71,2,130989,,17436
884,11,78701,,40079
1071,12,70950,,15601
503,2,141549,,
1138,3,,286421,
1432,9,107127,,
483,1,,,
785,4,65448,,
653,1,157913,,36746
115,1,80692,,
1075,3,156439,,
1511,1,91869,,42839
236,3,22737,,7796
1207,5,69534,,21041
489,3,95337,,10795
118,7,127549,,
940,2,,285221,
542,1,41011,,
1295,4,35065,,
1242,8,106025,,
1512,2,,69388,40147
32,10,132202,,
253,1,120693,,
1015,1,126071,,
789,1,100113,,
1614,11,100345,,
466,12,193471,,
291,7,75219,,
769,5,62102,,10410
683,5,52061,,36188
1565,8,51758,,
94,5,,290253,
738,1,124024,,
86,1,,217423,
1175,8,109961,,
699,6,,261689,
158,8,72455,,
1305,1,180925,,20292
222,3,33462,,
265,4,59782,,14846
150,1,86332,,7546
973,5,105094,,26664
1024,1,93449,,17537
535,2,93002,,18002
156,3,106112,,
1507,12,162128,,36761
1523,4,181190,,
1330,1,54362,,40878
1013,8,,78339,16689
926,1,173336,,
1547,12,102398,,7387
443,1,69080,,
359,6,171436,,
32,12,149231,,
1,1,145852,,
273,5,26015,,28604
127,12,183935,,32596
428,2,182957,,38716
1006,10,137809,,
1183,1,,298697,
850,1,,,
619,4,98133,,
722,1,170669,,
642,12,123935,,
1058,2,157925,,
445,12,186568,,
329,7,169202,,42667
404,3,74181,,
1556,7,,192663,
64,3,,181305,15423
149,1,,125736,19681
517,9,144352,,
1042,8,78162,,
1114,6,134181,,
1027,4,,,
99,5,150964,,
665,6,110051,,
1277,11,98701,,
85,9,50232,,40378
1331,8,61463,,
1246,3,,182733,36347
709,8,73113,,
462,9,154627,,
1531,9,141249,,17969
1595,7,184667,,39735
1556,1,,221940,
707,3,60961,,13661
1626,1,,,41891
109,12,18938,,
812,9,134473,,
1549,4,120941,,43954
1,3,128617,,
1171,1,37471,,
1421,1,196419,,
761,1,,112000,
693,1,106701,,39652
356,4,40101,,26546
1245,11,140585,,
773,9,20624,,
1573,12,169305,,24072
969,2,,105338,22294
263,2,51511,,7416
1042,5,79490,,
1167,5,137769,,
1368,6,63464,,
1406,1,95564,,
1367,11,,206836,
746,6,,54186,29843
258,7,114216,,
728,9,94208,,
423,10,158699,,
1523,2,88881,,
611,1,44660,,38449
1468,1,23808,,
785,5,66601,,
969,11,,234062,17565
1310,2,,173729,
58,5,16772,,
274,11,88400,,31292
1374,8,,,
1167,4,148088,,
41,9,106987,,
223,3,167536,,
803,4,,58905,
186,8,135734,,
536,3,,,41558
1520,12,199604,,
32,3,180132,,
755,8,141012,,7377
739,1,112433,,
459,1,57768,,39616
1599,9,,234717,
1259,5,39397,,25048
1571,1,,176633,
1587,2,,102369,
477,1,43854,,21833
101,8,,283682,
436,2,,,
398,1,88996,,41258
552,3,99514,,16711
1025,4,88391,,
340,11,24214,,19978
827,12,,214448,
1283,9,,68406,8122
77,6,92748,,
479,1,,127880,
766,10,165863,,28723
645,4,50326,,15767
1420,7,94568,,33322
1389,2,17966,,
692,5,83331,,
1000,7,73064,,38552
103,9,94988,,18863
700,2,,290800,
359,4,38742,,
265,1,65121,,10927
338,12,118345,,29881
601,6,188921,,
867,1,155159,,
1547,9,152450,,19563
1074,5,133949,,13559
569,2,188110,,
140,12,104673,,
1027,12,,,
1057,1,,295552,10290
1248,4,174435,,10276
933,11,36306,,
579,11,50712,,
661,9,,54400,
1043,1,67697,,
170,1,193129,,
30,1,168831,,
1075,11,152536,,
1316,3,23702,,
978,8,61830,,11272
1479,3,33622,,38496
1026,12,,202466,
1337,3,38730,,
405,12,187034,,17827
749,1,26627,,
782,9,83123,,
353,9,64507,,12426
152,9,92466,,29981
807,11,119205,,
813,1,171089,,
1221,1,199679,,33948
547,3,,162971,28733
65,7,154702,,
475,4,66847,,
231,1,168782,,
1211,1,,,23914
1424,2,19169,,16052
699,3,,95311,
1457,1,84540,,31196
698,4,107297,,
462,1,79368,,
1118,4,167184,,
171,1,30477,,13635
633,6,162984,,8760
787,10,33845,,26955
380,7,,,30517
314,1,143616,,
211,1,103909,,
784,7,,255295,
1612,1,142774,,8996
969,9,,268179,26395
527,1,156870,,
1357,7,172341,,
168,5,61398,,
98,11,183955,,
296,11,16234,,23499
9,4,,248850,15746
976,10,,246564,43829
1266,11,119085,,
1273,9,,122406,
842,6,,,35077
1141,7,130709,,30009
116,4,66770,,8601
716,3,39206,,16462
53,3,177608,,
1318,9,148409,,
125,2,,254823,
643,1,41601,,
697,5,,198722,
645,10,173066,,5784
181,1,19019,,16562
56,6,,,9355
428,12,127647,,26311
750,4,144012,,
1427,8,,253192,
38,1,113586,,
470,6,,116485,
775,2,56353,,21915
265,12,103961,,43737
1088,1,196153,,10490
1317,1,97884,,
627,10,141525,,12222
9,1,,186788,40679
1619,4,41820,,43362
378,4,102227,,
76,1,64544,,23226
346,1,141353,,
1334,1,169669,,
1222,1,151301,,18241
1604,10,,239208,10049
1288,10,142165,,13967
1547,8,189006,,20607
341,12,,262560,
1417,1,128016,,
874,1,124923,,
492,9,50079,,
839,12,87249,,
94,2,,250661,
858,9,36597,,
520,1,,116546,
1001,1,185902,,
786,4,32657,,10620
357,11,49887,,19009
1067,1,98096,,
1277,1,147710,,
105,12,118882,,
1535,1,65886,,
964,1,198511,,
194,1,175886,,43206
1119,11,187600,,
482,12,171996,,
671,10,58407,,
338,3,24487,,39683
1144,1,24911,,
731,1,,196028,20821
1325,1,141625,,30072
1116,3,22336,,
935,4,96148,,
1180,4,95713,,
1366,6,142335,,8940
1487,2,29294,,
234,11,166857,,
174,10,110040,,6812
699,10,,77409,
1351,5,167505,,
1023,6,106537,,
650,7,178861,,
771,2,69761,,
1626,11,,,18618
669,4,86413,,23869
258,1,40291,,
409,10,66508,,
675,1,,128373,
263,3,124449,,30958
98,7,75279,,
1530,1,,,
967,10,,,
692,1,165066,,
183,7,53988,,36985
1252,1,,,
1083,9,104807,,44153
1560,2,121443,,12534
305,10,183688,,
391,9,160858,,25918
14,3,96864,,
835,12,,,28944
1573,1,58673,,24217
480,1,,121288,37385
935,12,131797,,
512,3,42659,,
356,8,75876,,8430
1170,11,44406,,43114
1070,6,77366,,
1323,11,49073,,9319
158,10,36016,,
314,7,116290,,
822,10,95625,,
289,9,133479,,
872,9,,,
66,6,19932,,
652,5,131141,,19267
1049,12,89412,,35737
1085,3,,158350,
440,11,104618,,
422,12,160324,,
719,9,144722,,
180,3,121383,,21996
1362,5,83229,,
14,4,29370,,
793,5,57193,,
7,10,68422,,
852,1,170461,,
1187,5,,257871,7733
1548,4,76231,,
1374,7,,,
485,10,140736,,23604
113,1,66618,,
46,6,151062,,
737,5,163465,,
612,10,,,
1301,1,64320,,38960
1383,1,155269,,
635,5,125831,,43698
239,12,98722,,
872,1,,,
1491,2,,252823,
1609,2,84576,,43615
840,3,64273,,
1322,1,42535,,
1571,6,,234818,
1556,8,,248982,
1263,1,48527,,
291,2,130023,,
295,12,152194,,37814
341,9,,69856,
1554,10,,136618,28781
1190,1,159555,,
629,5,31619,,7208
1218,2,96801,,
812,7,88407,,
15,1,165091,,41455
592,1,171767,,5525
1583,2,177227,,
1473,4,81863,,17183
402,11,94060,,
549,6,58166,,42343
1630,6,185832,,
936,10,141390,,
792,1,170691,,
400,9,123469,,25174
14,8,123891,,
1265,1,47377,,
942,4,58173,,
124,5,143423,,36416
337,1,30545,,
1455,1,53340,,
1574,1,142544,,
464,5,103084,,30755
1554,7,,121669,5262
831,7,136378,,6978
831,12,116128,,15006
1488,1,144524,,
1149,6,118963,,7833
673,2,,129332,
764,5,,157297,18048
937,4,,266572,
1592,1,111826,,
21,4,81015,,
389,7,83236,,13764
1292,12,101130,,40537
186,10,133508,,
357,1,31094,,9969
1471,12,128698,,32000
721,11,16558,,
715,8,92372,,31942
1386,4,145246,,
1610,6,51463,,
590,1,84169,,
902,1,62583,,23850
604,12,124700,,
861,10,,107493,33816
842,3,,,38276
1590,5,,,22971
256,4,,241764,37662
1520,8,16047,,
1127,9,108248,,37801
1354,1,,199090,
1379,1,,50008,
1342,7,,234552,
1357,9,134128,,
970,10,154059,,
1118,3,198313,,
215,10,119998,,7445
421,1,171368,,
874,6,191737,,
106,9,,45427,
788,5,,159040,
1029,3,57041,,
106,5,,256550,
279,11,162217,,13048
1240,11,74783,,5281
279,10,183561,,42502
891,2,50067,,
160,10,,67305,39929
445,8,99743,,
313,8,54885,,
894,3,68566,,
1249,5,126823,,
305,5,186709,,
856,8,55560,,
573,3,,216412,20346
357,5,52228,,11330
523,3,18456,,
274,7,40625,,38977
1572,11,,,
803,7,,171476,
1633,3,91932,,
1338,11,,174913,
1181,9,157280,,
1249,2,197803,,
1223,6,,280705,8306
591,6,118201,,
1191,5,145468,,39959
1624,4,141332,,
155,1,124121,,
919,10,180327,,13658
633,3,91886,,42274
1258,4,84087,,
1411,12,,,
1083,5,151501,,13519
672,7,177675,,
1195,10,,65766,26313
1421,7,70755,,
517,12,59881,,
949,1,144332,,17038
359,11,96671,,
876,11,,240343,
913,1,189228,,
178,5,,71349,
985,4,161783,,
263,6,107643,,33157
646,10,62239,,
1551,3,173063,,
5,4,161310,,9755
1624,12,79875,,
1619,1,46186,,22730
44,2,76422,,
1190,12,186900,,
1500,5,,74225,
778,3,,217528,38415
801,5,191074,,
458,10,,263818,16819
123,1,157391,,12559
1233,9,,,
498,5,,,
143,9,,60266,
1392,7,65233,,35602
1225,6,,113348,42962
925,1,73177,,
479,3,,141785,
180,9,184470,,6144
1323,6,198408,,10152
288,7,143278,,16751
1481,9,,295658,40606
866,7,59153,,8988
857,12,51863,,22018
1365,4,,131249,16365
829,8,161635,,34548
539,1,152794,,18495
658,8,145508,,20694
631,10,75191,,
1059,1,,217174,36360
265,10,175045,,7772
1238,12,148406,,
1082,10,56046,,9535
464,6,53834,,21990
648,11,123169,,12184
488,1,87877,,
1422,4,139282,,
1227,1,189407,,
154,6,178727,,18059
911,8,176636,,34005
178,4,,230179,
390,6,118646,,40369
248,8,101444,,
15,11,123322,,25370
978,6,91652,,34353
214,4,,,
443,8,30554,,
1349,2,36273,,
1153,1,,118034,
1213,9,,47135,39068
391,10,64744,,34385
531,1,,166129,26087
1214,10,112076,,
1456,4,58211,,
1463,2,174329,,31103
1561,1,,68090,
840,12,126868,,
33,1,,96250,35356
209,6,142342,,
349,5,,180396,36591
940,6,,216996,
389,12,111862,,19195
1109,8,103481,,39819
1337,7,137748,,
948,4,125186,,
1047,1,102704,,36891
452,1,42853,,
627,1,54441,,30004
1509,12,116651,,40897
110,3,132171,,
1307,1,90334,,
986,5,149969,,
739,3,69059,,
802,6,133664,,
415,1,79394,,
344,5,97337,,
952,6,125314,,
1373,6,80574,,29222
281,7,42002,,35305
1381,11,53974,,
1570,1,154246,,19939
219,5,62642,,
1212,9,,104467,31472
1070,9,142191,,
1056,10,157152,,
116,10,17147,,8884
1591,1,128373,,
365,2,63797,,
1505,7,,,26188
1363,10,170717,,21518
833,1,109179,,
472,8,71204,,35057
1392,8,78582,,33999
266,10,,157559,
1302,10,197665,,
852,12,162318,,
239,1,63611,,
436,5,,,
483,10,,,
242,1,86146,,25308
1505,1,,,7750
156,1,28156,,
860,8,,257909,
472,1,124446,,39031
1302,1,60994,,
571,1,,46854,42188
1348,10,96291,,
878,10,177847,,
1572,8,,,
390,1,88303,,25768
686,3,60169,,
1606,4,21228,,
145,1,26515,,
1419,1,71553,,
605,7,163004,,
1292,8,100818,,21679
1280,4,,199300,
24,10,96120,,
667,1,186756,,12305
1281,7,147110,,
1391,1,113187,,
1443,5,,89666,44462
275,12,106655,,
837,1,181965,,13457
174,1,135098,,43181
649,11,,267204,21025
710,3,154448,,34170
1116,7,63051,,
434,11,105678,,
932,11,,74490,38441
1310,3,,60062,
710,6,75218,,28635
1368,1,103945,,
599,7,135210,,
957,8,121265,,
246,3,119236,,43048
146,10,111079,,9845
682,5,95092,,15381
1343,8,159802,,
201,12,,225706,
762,7,178348,,
1092,1,188889,,32566
338,10,148479,,29097
620,11,93478,,44940
1008,5,,47333,35967
454,9,106082,,
322,7,75496,,26951
1370,1,173265,,
1065,8,139904,,
1609,10,73321,,41829
332,5,,209497,
1560,3,184774,,7907
1009,1,78331,,25650
870,5,,224135,33560
559,1,103177,,
696,10,,291289,
766,12,75396,,38837
1354,10,,285614,
247,6,19394,,
554,10,112498,,
949,11,144963,,39912
1337,8,190069,,
521,10,86207,,
1014,9,,280451,
839,8,152379,,
721,7,193618,,
315,11,115017,,
1398,1,134429,,14594
365,11,105052,,
657,11,180138,,24284
1315,3,27491,,
69,1,84528,,
1293,11,80769,,
507,8,124659,,
1183,7,,57667,
244,8,,84652,31111
207,7,,,9951
1633,6,143147,,
1372,6,72510,,13310
1323,8,66153,,28548
1254,11,,198506,
431,12,191356,,
1206,7,169732,,10033
142,1,127787,,30608
596,12,,91558,19631
597,1,59552,,9215
1557,3,36098,,
112,6,185452,,37201
980,3,50489,,9465
527,11,81655,,
895,1,,134046,
722,12,68391,,
487,12,110743,,
1607,11,135041,,26919
382,1,182806,,
1405,1,78591,,14237
1575,8,,294381,20759
1013,4,,157926,16413
928,8,,91672,
349,11,,49324,25946
390,12,46442,,18874
1017,9,31174,,
637,1,,56060,
1528,1,156248,,
256,2,,207488,27299
605,2,194315,,
728,7,38640,,
7,8,172036,,
924,1,184601,,35469
1582,4,,192621,
516,1,183973,,
1260,1,43687,,42454
115,9,21998,,
61,7,,215564,
73,6,55752,,
761,7,,114225,
1198,4,128976,,
717,11,134374,,17759
849,4,194885,,29550
970,9,73664,,
1321,11,,99343,
1542,4,69255,,
121,6,59903,,
1249,1,122586,,
450,1,122369,,
379,5,91000,,
1571,5,,86749,
1378,1,196719,,
172,1,39718,,18413
1088,11,49471,,7313
1449,6,111148,,
1161,2,72076,,34230
41,3,69490,,
349,2,,252805,10765
677,9,28922,,32443
453,4,66903,,41614
310,7,,249822,18695
824,9,147479,,20772
1082,11,81103,,19823
162,1,86369,,
1223,1,,173031,17355
1300,4,191260,,20563
1220,1,132046,,35804
1014,5,,229595,
1056,11,122523,,
498,11,,,
27,9,54986,,
1521,4,34432,,26019
1523,3,176917,,
308,6,37148,,
321,1,122872,,
1176,1,40136,,38681
1064,4,42542,,
209,4,18765,,
764,11,,193461,26463
1591,7,169884,,
1128,1,,266297,36909
121,8,85637,,
1497,1,,89049,
227,10,,292693,
509,4,,,18144
1311,9,72638,,
1473,7,92349,,16864
554,1,182933,,
673,1,,54580,
1021,2,32294,,36253
766,1,165417,,5692
688,9,100992,,
706,9,99752,,
1619,3,15924,,26590
850,4,,,
238,3,161119,,
16,1,,174626,
1615,9,,265184,
607,10,20859,,
1362,1,167717,,
321,4,113926,,
966,4,,47841,
1486,1,63058,,
822,9,96272,,
637,7,,287483,
1160,9,,244448,37304
1326,5,19424,,40591
209,2,97159,,
1319,11,177485,,34910
460,5,25058,,9151
276,6,72945,,26689
899,1,122776,,
580,1,,151495,
325,9,,226823,
1141,11,124163,,38840
312,1,110597,,15585
326,11,48004,,
939,7,186952,,
917,7,196460,,6596
1390,1,80952,,34228
169,12,150514,,
258,2,169549,,
